date,L65_overheat_fired,top10_sector,top10_sector_pct,top10_pos_or_strong_pos_count,top10_strong_neg_count,top10_pre5d_mean_pct,top10_news_labels,top10_names,top30_top_sector,top30_top_sector_pct,top30_ret_1d,top30_ret_3d,top30_ret_5d,n_ret_1d,n_ret_5d
2026-01-06,True,Manufacturing,0.7,5,0,12.75228902,NO-NEWS;POS;NO-NEWS;STRONG-POS;STRONG-POS;NO-NEWS;NO-NEWS;NEUTRAL;POS;POS,LITE/ALB/APP/WDC/MU/MRNA/TER/HOOD/COIN/SNDK,Manufacturing,0.5666666666666667,-0.023763356606165544,0.014050443967183414,0.015550678968429574,30,30
2026-01-07,True,Manufacturing,0.7,6,0,12.038247099999996,NO-NEWS;POS;STRONG-POS;STRONG-POS;NO-NEWS;STRONG-POS;POS;NEUTRAL;POS;NO-NEWS,LITE/WDC/COIN/ALB/TER/SNDK/MRNA/CIEN/SATS/APP,Manufacturing,0.6333333333333333,0.022307684024174976,0.0493088682492574,0.038996231555938704,30,30
2026-01-08,False,Manufacturing,1.0,4,0,9.92338068,POS;STRONG-POS;STRONG-POS;NO-NEWS;NO-NEWS;NO-NEWS;POS;NEUTRAL;NO-NEWS;NO-NEWS,WDC/ALB/MU/GNRC/LITE/COHR/SNDK/CIEN/TER/LRCX,Manufacturing,0.6666666666666666,0.014955461025238013,0.016375333070754998,0.024664586782455426,30,30
2026-01-09,True,Manufacturing,1.0,7,0,7.682483269999999,POS;STRONG-POS;POS;NO-NEWS;POS;NO-NEWS;NO-NEWS;POS;POS;STRONG-POS,WDC/ALB/MU/COHR/LITE/GNRC/CIEN/SNDK/MRNA/MCHP,Manufacturing,0.5666666666666667,0.012959198156992582,0.007915270328521724,0.004188138246536255,30,30
2026-01-12,True,Manufacturing,0.8,7,0,10.39025749,POS;POS;STRONG-POS;POS;NO-NEWS;NO-NEWS;POS;POS;POS;NO-NEWS,MRNA/SATS/ALB/LITE/TER/CIEN/SNDK/MU/APP/LRCX,Manufacturing,0.5333333333333333,-0.00853277047475179,-0.006548301378885906,0.02564706007639566,30,30
2026-01-13,True,Manufacturing,0.9,7,0,3.57957422,NEUTRAL;POS;POS;POS;POS;NO-NEWS;POS;POS;NO-NEWS;POS,WDC/SNDK/SATS/LITE/MU/GNRC/AXON/ALB/CIEN/MRNA,Manufacturing,0.6,0.006094415982564287,0.0029527405897776327,0.037649816274642936,30,30
2026-01-14,False,Manufacturing,0.8,6,1,5.2062010700000005,POS;POS;POS;POS;STRONG-NEG;POS;POS;NEUTRAL;NEUTRAL;NO-NEWS,MU/LITE/AXON/MRNA/ARE/ALB/TER/SNDK/WDC/SATS,Manufacturing,0.6,-0.0005122443040211873,0.02710930109024046,0.02633137702941894,30,30
2026-01-15,True,Manufacturing,0.8,6,0,10.035747939999998,STRONG-POS;POS;NO-NEWS;NO-NEWS;POS;POS;POS;POS;NO-NEWS;NEG,ALB/LITE/SNDK/SATS/WDC/MU/MRNA/TER/FCX/HII,Manufacturing,0.6,-0.0022104044755299835,0.036808029810587554,0.020925072828928627,30,30
2026-01-16,True,Manufacturing,0.7,6,0,3.7867575600000003,NO-NEWS;NEG;NEUTRAL;POS;POS;STRONG-POS;POS;POS;NO-NEWS;STRONG-POS,SATS/APP/WDC/SNDK/MRNA/MU/LITE/LRCX/NEM/ALB,Manufacturing,0.5333333333333333,0.028244952360788958,0.02289021611213682,0.038808341821034736,30,30
2026-01-20,True,Manufacturing,0.8,7,0,5.8189969800000005,STRONG-POS;NO-NEWS;POS;POS;STRONG-POS;NEG;POS;NO-NEWS;POS;POS,WDC/SATS/SNDK/LITE/MU/APP/ALB/MRNA/HII/INTC,Manufacturing,0.5,0.0016850094000498367,-0.012774529059727976,0.01966240406036376,30,30
2026-01-21,True,Manufacturing,0.8,7,0,9.977507523999998,STRONG-POS;STRONG-POS;STRONG-POS;POS;NO-NEWS;STRONG-POS;POS;NO-NEWS;NO-NEWS;POS,MRNA/LITE/MU/SNDK/NCLH/WDC/LRCX/SATS/GNRC/INTC,Manufacturing,0.5666666666666667,-0.011666599909464514,-0.0005694687366485683,0.01287905971209209,30,30
2026-01-22,True,Manufacturing,0.7,7,0,8.835030080000001,STRONG-POS;NEG;STRONG-POS;STRONG-POS;STRONG-POS;STRONG-POS;NO-NEWS;NO-NEWS;POS;POS,SNDK/SATS/LITE/MU/MRNA/WDC/APP/LRCX/ALB/FCX,Manufacturing,0.6666666666666666,-0.0019860347112019964,0.045993365844090764,-0.008067852258682248,30,30
2026-01-23,True,Manufacturing,0.8,7,0,5.798131814,STRONG-POS;POS;STRONG-POS;POS;POS;STRONG-POS;NEUTRAL;NO-NEWS;POS;NO-NEWS,MU/SNDK/MRNA/LITE/ALB/WDC/APP/LRCX/INTC/SLB,Manufacturing,0.6333333333333333,0.022615458567937185,0.037531856695810946,0.02063641548156737,30,30
2026-01-26,False,Manufacturing,0.6,7,0,3.90922725,POS;STRONG-POS;STRONG-POS;NEG;POS;NEG;STRONG-POS;POS;NO-NEWS;POS,SNDK/WDC/MU/SATS/LITE/INTC/MRNA/APP/DDOG/ORCL,Manufacturing,0.6,0.01785345673561095,-0.03511749903361001,-0.010075966517130526,30,30
2026-01-27,True,Manufacturing,0.7,7,0,6.190692769999999,STRONG-POS;POS;STRONG-POS;STRONG-POS;POS;POS;NEG;POS;NEG;NEUTRAL,MU/SNDK/MRNA/WDC/LITE/ALB/SATS/APP/INTC/DDOG,Manufacturing,0.5333333333333333,-0.011103683710098263,-0.03567912181218462,-0.07349628607432045,30,30
2026-01-28,True,Manufacturing,0.8,6,0,1.9059235700000003,STRONG-POS;STRONG-POS;POS;POS;NO-NEWS;POS;STRONG-POS;NEG;NO-NEWS;NEG,MRNA/MU/ALB/SNDK/LITE/APP/WDC/INTC/LRCX/CVNA,Manufacturing,0.5333333333333333,-0.04073799053827919,-0.0215721805890401,-0.08452900648117062,30,30
2026-01-29,True,Manufacturing,0.7,7,0,3.9546489400000002,NO-NEWS;POS;POS;POS;NEUTRAL;STRONG-POS;POS;STRONG-POS;POS;NO-NEWS,ALB/MRNA/LRCX/SNDK/SATS/MU/APP/WDC/NEM/LITE,Manufacturing,0.5,0.01748220125834147,-0.021716839075088496,0.001962264378865554,30,30
2026-01-30,False,Manufacturing,0.7,6,0,-0.38986028199999995,POS;NEUTRAL;STRONG-POS;STRONG-POS;NEG;POS;STRONG-POS;NO-NEWS;STRONG-POS;NO-NEWS,MRNA/SATS/WDC/MU/INTC/NEM/FCX/MCHP/SNDK/ALB,Manufacturing,0.6333333333333333,-0.0024131953716277866,-0.07397743662198382,0.002184989054997756,30,30
2026-02-02,True,Manufacturing,0.7,7,0,5.270788049999999,STRONG-POS;POS;POS;POS;STRONG-POS;STRONG-POS;POS;NEG;NEUTRAL;NO-NEWS,MU/MRNA/NEM/LRCX/WDC/SNDK/ALB/APP/SATS/LITE,Manufacturing,0.6,-0.038865250349044776,-0.013638947407404548,0.001538872718811036,30,30
2026-02-03,True,Manufacturing,0.9,6,0,5.18442164,STRONG-POS;POS;NO-NEWS;NO-NEWS;STRONG-POS;POS;NEUTRAL;STRONG-POS;STRONG-POS;NEUTRAL,WDC/ALB/MRNA/LITE/SNDK/LRCX/NEM/STX/MU/KLAC,Manufacturing,0.5666666666666667,-0.024253729979197156,0.05676603515942889,0.057396133740742976,30,30
2026-02-04,False,Manufacturing,0.7,5,1,-9.7688269,POS;STRONG-POS;NEUTRAL;STRONG-POS;STRONG-POS;POS;NEUTRAL;NEUTRAL;STRONG-NEG;NEUTRAL,ALB/STX/MRNA/MU/WDC/LRCX/SATS/KLAC/CVNA/NEM,Manufacturing,0.5666666666666667,0.05253085891405737,0.05697908401489255,0.049478783210118595,30,30
2026-02-05,False,Manufacturing,1.0,8,0,-5.51038079,POS;NO-NEWS;NEG;POS;POS;POS;POS;STRONG-POS;STRONG-POS;POS,STX/LRCX/INTC/MU/WDC/MRNA/AMAT/TER/SNDK/COHR,Manufacturing,0.6333333333333333,0.013005699714024852,0.018899557987848904,0.014501204093297302,30,30
2026-02-06,True,Manufacturing,0.7,7,0,0.3589230450000003,POS;POS;STRONG-POS;POS;POS;NO-NEWS;NEUTRAL;NEG;POS;POS,STX/MU/SNDK/LRCX/MRNA/SATS/DDOG/CVNA/WDC/INTC,Manufacturing,0.5666666666666667,-0.006976115703582757,-0.018036478757858274,-0.005377844969431567,30,30
2026-02-09,False,Manufacturing,0.6,5,0,-3.569350255,STRONG-POS;POS;POS;NO-NEWS;POS;NEUTRAL;NEG;POS;NEUTRAL;NO-NEWS,SNDK/STX/MU/ALB/WDC/DDOG/CVNA/MRNA/ORCL/SATS,Manufacturing,0.5666666666666667,0.00739474892616271,0.005907527605692552,0.016154219706853223,30,30
2026-02-10,False,Manufacturing,0.8,5,0,-0.6645654799999996,POS;POS;POS;NO-NEWS;NEUTRAL;NEUTRAL;NEUTRAL;POS;NO-NEWS;POS,MU/ORCL/TER/ALB/LITE/WDC/DDOG/SNDK/STX/COHR,Manufacturing,0.5666666666666667,-0.018079735835393254,-0.004622556765874224,0.013789000113805128,30,30
2026-02-11,True,Manufacturing,0.7,6,0,5.690193150000001,POS;STRONG-POS;POS;POS;POS;NO-NEWS;POS;NEUTRAL;NO-NEWS;NEUTRAL,WDC/MRNA/SNDK/MU/ORCL/STX/TER/LITE/CVNA/DDOG,Manufacturing,0.6,0.013006802399953197,0.02771023511886596,0.041198521852493286,30,30
2026-02-12,True,Manufacturing,0.8,5,0,9.00493447,NO-NEWS;POS;NO-NEWS;POS;POS;STRONG-POS;NEUTRAL;NEUTRAL;NEUTRAL;POS,TER/MU/ALB/MRNA/ORCL/SNDK/DDOG/STX/LITE/COHR,Manufacturing,0.5,-0.0025405287742614633,0.013608515262603744,0.0032254954179128013,30,30
2026-02-13,False,Manufacturing,0.6,5,0,1.7702108399999998,POS;POS;POS;NO-NEWS;STRONG-POS;NO-NEWS;NEUTRAL;POS;NO-NEWS;NO-NEWS,MU/LITE/COHR/TER/SNDK/DDOG/ORCL/ALB/ODFL/CVNA,Manufacturing,0.6333333333333333,0.012125045061111442,0.036270173390706366,0.04216611186663308,30,30
2026-02-17,False,Manufacturing,0.8,5,1,-2.0335179500000002,NO-NEWS;NEUTRAL;POS;POS;NEUTRAL;STRONG-POS;POS;NO-NEWS;STRONG-NEG;STRONG-POS,TER/COHR/WDC/ALB/GLW/DOW/STX/DDOG/CVNA/SNDK,Manufacturing,0.6666666666666666,0.0005427102247874099,-0.005451838175455733,0.03716530203819273,30,30
2026-02-18,False,Manufacturing,0.7,4,2,1.39766516,POS;STRONG-NEG;NEUTRAL;NO-NEWS;POS;POS;NO-NEWS;STRONG-NEG;STRONG-POS;NO-NEWS,MRNA/INTC/GLW/TER/WDC/SNDK/CSGP/CVNA/DOW/DDOG,Manufacturing,0.6,0.006729557116826366,0.0030124783515930106,0.01959301034609477,30,30
2026-02-19,False,Manufacturing,0.8,6,1,3.50469056,STRONG-POS;POS;POS;POS;NEUTRAL;POS;STRONG-NEG;NEUTRAL;NO-NEWS;POS,MRNA/LITE/STX/SNDK/GLW/ALB/CVNA/WDC/LUV/CIEN,Manufacturing,0.6333333333333333,-0.01498696406682332,0.02113852898279826,0.006473080317179366,30,30
2026-02-20,False,Manufacturing,0.7,3,1,-0.11323088999999995,NEUTRAL;POS;NO-NEWS;POS;NO-NEWS;STRONG-NEG;NO-NEWS;NEUTRAL;POS;NO-NEWS,WDC/MU/STX/DOW/GNRC/INTC/Q/APP/ORCL/DDOG,Manufacturing,0.6666666666666666,0.016812509298324563,0.03161404331525166,0.028625571727752683,30,30
2026-02-23,False,Manufacturing,0.8,3,1,5.15604556,NO-NEWS;POS;NO-NEWS;NEUTRAL;STRONG-NEG;POS;POS;NEUTRAL;NO-NEWS;NO-NEWS,LITE/GLW/CRL/SNDK/INTC/MRNA/MU/WDC/GNRC/LUV,Manufacturing,0.5,0.01484973827997841,0.008507706721623738,-0.022484205166498798,30,30
2026-02-24,False,Manufacturing,1.0,4,0,4.952989146999999,NEUTRAL;NO-NEWS;NO-NEWS;NO-NEWS;POS;NEUTRAL;NO-NEWS;POS;POS;POS,WDC/ALB/STX/CIEN/GLW/INTC/GNRC/MU/MRNA/DOW,Manufacturing,0.5333333333333333,-0.0032985826333363933,-0.0020826280117034962,-0.013855975866317738,30,30
2026-02-25,True,Manufacturing,0.8,6,0,7.761217470000001,STRONG-POS;NO-NEWS;POS;NO-NEWS;POS;POS;NO-NEWS;POS;NO-NEWS;POS,GLW/GNRC/MRNA/TER/VRT/SNDK/SATS/FIX/LITE/DOW,Manufacturing,0.5333333333333333,-0.006867551803588857,-0.021620102723439515,-0.024263292551040642,30,30
2026-02-26,True,Manufacturing,0.8,8,0,9.212652499999999,POS;POS;STRONG-POS;POS;POS;POS;NO-NEWS;POS;STRONG-POS;NO-NEWS,ALB/AMAT/GLW/FIX/CVNA/VRT/Q/AXON/SNDK/CIEN,Manufacturing,0.5,0.011122536659240723,0.0014271100362141904,-0.043761078516642245,30,30
2026-02-27,False,Services,0.5,5,0,5.4928779599999995,NEUTRAL;POS;NEUTRAL;NO-NEWS;NEUTRAL;POS;POS;NEG;POS;POS,WDAY/VRT/VRSK/AMAT/APP/AXON/ALB/TTD/TPL/CRL,Manufacturing,0.4,-0.021326671044031773,-0.009723438819249459,-0.013230975468953445,30,30
2026-03-02,False,Manufacturing,0.4,7,0,4.6185338400000004,POS;NO-NEWS;POS;POS;POS;NO-NEWS;POS;NEUTRAL;POS;POS,VRT/STX/TPL/BKNG/HOOD/FDS/GLW/WDC/LUV/CRL,Manufacturing,0.36666666666666664,0.018929471572240175,-0.01200519800186156,0.0012937227884928426,30,30
2026-03-03,False,Services,0.4,5,0,6.57948139,POS;NO-NEWS;POS;POS;POS;NEG;NEUTRAL;POS;NO-NEWS;NEUTRAL,NOW/AMAT/MRNA/LUV/PSKY/PYPL/INTU/HOOD/EXPE/FICO,Manufacturing,0.4,-0.008144807815551745,-0.010327547788619978,-0.02302080591519673,30,30
2026-03-04,False,Services,0.3,6,0,5.246108820000001,POS;POS;NO-NEWS;POS;POS;POS;POS;NO-NEWS;NO-NEWS;NO-NEWS,NOW/MRNA/AMAT/PLTR/LUV/PSKY/HOOD/EXPE/FDS/STX,Manufacturing,0.36666666666666664,-0.02151016592979429,-0.016625124216079687,-0.050644133488337184,30,30
2026-03-05,False,Manufacturing,0.9,4,0,-5.042368119999999,NO-NEWS;NEUTRAL;NO-NEWS;NO-NEWS;STRONG-POS;POS;NO-NEWS;NO-NEWS;POS;POS,AMAT/WDC/TER/GNRC/COHR/MRNA/STX/CSGP/SNDK/GLW,Manufacturing,0.7666666666666667,0.03974097768465675,0.044885130723317436,0.018791069587071732,30,30
2026-03-06,False,Manufacturing,0.8,5,0,-10.964015740000002,NO-NEWS;STRONG-POS;NO-NEWS;NO-NEWS;NO-NEWS;NO-NEWS;POS;POS;POS;POS,LUV/COHR/AMAT/KEYS/GNRC/STX/VRT/MRNA/LITE/FIX,Manufacturing,0.6666666666666666,0.00011403361956278043,-0.02654206752777098,-0.005268067121505737,30,30
2026-03-09,False,Manufacturing,0.7,4,0,-6.332911770000001,NO-NEWS;NO-NEWS;POS;NO-NEWS;POS;NO-NEWS;NEG;STRONG-POS;NO-NEWS;POS,GNRC/KEYS/LITE/CIEN/MRNA/TER/LUV/COHR/APP/FIX,Manufacturing,0.7,-0.00031672517458598723,-0.027780373891194626,0.01436793605486553,30,30
2026-03-10,False,Manufacturing,0.8,4,0,-0.28917251000000005,NO-NEWS;NEG;NEG;POS;POS;NO-NEWS;POS;NO-NEWS;POS;NO-NEWS,KEYS/APP/LUV/MRNA/LITE/GNRC/CIEN/TER/GLW/SNDK,Manufacturing,0.6666666666666666,-0.022444917758305833,-0.0036190648873646995,0.007749984661738076,30,30
2026-03-11,True,Manufacturing,0.8,6,0,2.867696240000001,POS;STRONG-POS;POS;NO-NEWS;NO-NEWS;POS;POS;NO-NEWS;POS;NO-NEWS,XYZ/VRT/TTD/ALB/STX/TER/GNRC/WDC/CIEN/CF,Manufacturing,0.6,-0.00230995217959085,0.029826245705286643,0.03462153673171996,30,30
2026-03-12,False,Manufacturing,1.0,6,0,-2.8522378000000006,STRONG-POS;POS;NO-NEWS;POS;POS;NO-NEWS;NO-NEWS;POS;POS;NO-NEWS,AMAT/TER/STX/AXON/COHR/LRCX/KEYS/GNRC/GLW/SNDK,Manufacturing,0.8,0.01857217152913409,0.03000782926877337,0.012875235080718993,30,30
2026-03-13,False,Manufacturing,0.9,6,1,4.183534411499999,POS;NO-NEWS;STRONG-POS;NEUTRAL;POS;POS;POS;STRONG-NEG;POS;NO-NEWS,COHR/KEYS/LITE/MRNA/GLW/TER/CIEN/LUV/GNRC/STX,Manufacturing,0.7333333333333333,0.013626428445180232,0.02590191761652627,0.009271272023518877,30,30
2026-03-16,True,Manufacturing,0.9,7,0,0.3405082400000001,POS;POS;NO-NEWS;POS;POS;POS;STRONG-POS;NEUTRAL;POS;NO-NEWS,TER/CIEN/STX/CF/COHR/AXON/LITE/MRNA/TTD/Q,Manufacturing,0.5666666666666667,-0.0032651225725809667,-0.02134407758712766,-0.0007681171099344908,30,30
2026-03-17,True,Manufacturing,0.9,9,0,0.04166901999999986,POS;POS;STRONG-POS;POS;POS;POS;POS;POS;POS;NEUTRAL,CF/GLW/LITE/AXON/CIEN/TTD/TER/LYB/COHR/MRNA,Manufacturing,0.5666666666666667,0.014851458867390937,0.0018488963445027632,0.016040609280268348,30,30
2026-03-18,True,Manufacturing,0.7,7,0,0.8911079000000002,POS;POS;POS;NEG;NO-NEWS;POS;POS;POS;NO-NEWS;POS,CF/LITE/LYB/TTD/FICO/GNRC/COHR/GLW/CIEN/XYZ,Manufacturing,0.5333333333333333,-0.02466231783231097,-0.010924132664998363,-0.04439586003621418,30,30
2026-03-19,False,Manufacturing,0.7,6,1,4.073442926,POS;POS;POS;STRONG-POS;NO-NEWS;POS;NO-NEWS;POS;NEUTRAL;STRONG-NEG,LYB/CIEN/CF/LITE/PSKY/WDC/GLW/GNRC/APP/TTD,Manufacturing,0.5,0.01435016989707944,0.026937741041183443,-0.021308237314224227,30,30
2026-03-20,True,Manufacturing,0.9,8,0,3.0079376399,POS;POS;STRONG-POS;NEUTRAL;NEG;POS;POS;STRONG-POS;POS;POS,CF/CIEN/LYB/COHR/PSKY/DOW/WDC/LITE/AXON/Q,Manufacturing,0.6333333333333333,0.018970110019048036,-0.019684688250223778,-0.05592064857482908,30,30
2026-03-23,True,Manufacturing,0.8,6,0,4.428791406,NEUTRAL;NEG;POS;POS;POS;POS;STRONG-POS;POS;NO-NEWS;NO-NEWS,COHR/PSKY/CIEN/LYB/CF/WDC/LITE/DOW/STX/APA,Manufacturing,0.6666666666666666,0.004156825939814243,-0.03258439501126605,-0.025995149215062453,30,30
2026-03-24,True,Manufacturing,0.9,8,0,6.275144190000001,POS;POS;POS;NEUTRAL;POS;POS;NO-NEWS;STRONG-POS;POS;POS,AXON/GLW/CF/COHR/LYB/CIEN/CRL/LITE/DOW/WDC,Manufacturing,0.6333333333333333,-0.03509372870127358,-0.07013114293416337,-0.016730666160583493,30,30
2026-03-25,False,Manufacturing,0.7,6,0,-1.36687578,POS;POS;STRONG-POS;NEUTRAL;POS;NEUTRAL;NO-NEWS;NEG;POS;POS,AXON/GLW/LITE/TTD/CIEN/SNDK/CNC/FICO/CF/WDC,Manufacturing,0.5,-0.008920067548751824,0.0043129583199818895,0.03805323044459023,30,30
2026-03-26,False,Manufacturing,0.6,6,0,-9.057384090000001,POS;NO-NEWS;STRONG-POS;NO-NEWS;NEG;POS;POS;NO-NEWS;POS;POS,GLW/AXON/LITE/APP/FICO/COIN/COHR/CIEN/WDC/TTD,Manufacturing,0.5333333333333333,-0.02115182280540465,0.03748520414034524,0.05975861946741736,30,30
2026-03-27,False,Manufacturing,0.7,6,0,-3.065738736,POS;NO-NEWS;POS;NEUTRAL;POS;NEG;POS;POS;NO-NEWS;POS,LITE/GLW/WDC/LYB/COHR/SNDK/COIN/CF/CSGP/NOW,Manufacturing,0.5333333333333333,0.03759046395619707,0.07751686573028563,0.08585042357444764,30,30
2026-03-30,False,Manufacturing,0.6,6,2,-9.097625552499998,POS;POS;STRONG-NEG;POS;STRONG-NEG;NO-NEWS;NO-NEWS;POS;POS;POS,CF/DELL/FICO/LITE/SNDK/WDC/APP/COHR/COIN/TTD,Manufacturing,0.5666666666666667,0.015540333588918046,0.030149044593175245,0.05780139565467834,30,30
2026-03-31,False,Manufacturing,0.6,3,0,-4.73849357,POS;NEUTRAL;NEUTRAL;NO-NEWS;NEUTRAL;POS;NEG;NO-NEWS;STRONG-POS;NEG,CF/DELL/COIN/APP/WDC/TTD/SNDK/AXON/LITE/FICO,Manufacturing,0.6,0.013767194747924797,0.020258015394210797,0.03854564428329466,30,30
2026-04-01,False,Manufacturing,0.5,5,0,-2.0379645190000004,NEG;POS;NO-NEWS;NO-NEWS;POS;NEUTRAL;NEG;STRONG-POS;STRONG-POS;STRONG-POS,SNDK/CF/LYB/APP/COIN/DELL/FICO/LITE/OXY/NOW,Manufacturing,0.5,0.0014472027619679667,0.012723223368326809,-0.006340835491816204,30,30
2026-04-02,False,Services,0.4,5,0,0.9049784699999999,NO-NEWS;POS;POS;POS;NEG;POS;NEUTRAL;NO-NEWS;NO-NEWS;POS,APP/COIN/OXY/CF/FICO/NOW/DELL/AXON/TTD/LITE,Manufacturing,0.4,0.00389723181724548,-0.003398344914118457,0.02868853012720744,30,30
2026-04-06,False,Manufacturing,0.5,2,0,7.06015644,NO-NEWS;NO-NEWS;POS;NO-NEWS;POS;NEUTRAL;NO-NEWS;NO-NEWS;NO-NEWS;NO-NEWS,APP/GLW/COHR/LYB/SNDK/PSKY/CRL/CIEN/GEN/TTD,Manufacturing,0.6,0.02368620832761129,0.016474850972493495,0.05732459227244058,30,30
