name,IC,ICIR,RankIC,long_ann_no,long_ann_w,long_ir_w,long_dd,ls_ann_no,ls_ann_w,ls_ir_w,ls_dd
Ref_LR_Alpha158_SecN,0.045074638248176396,0.2116630026007636,0.034224348560198854,0.78873616,0.7467361,3.0403648405502426,-0.08973265,1.1081053,1.0241053,2.9614011328956766,-0.12916154
EXP4_LR_Alpha158+Fund_SecN,0.02885793264926193,0.2101184808782905,0.02261763055654752,0.650094,0.608094,2.9195923504843893,-0.07284886,0.82641333,0.74241334,2.7846136976615004,-0.08734161
