rank,instrument,score,pct_rank,close,ret_5d,ret_20d,ann_vol_20d,sector,sic_description
1,ALB,0.16211873909237903,0.0009940357852882703,184.93,0.09809387,0.0032550097,0.7163083,Manufacturing,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"
2,AMAT,0.16211873909237903,0.002982107355864811,375.72,0.015926242,0.11572385,0.6078824,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
3,GLW,0.16211873909237903,0.004970178926441352,150.3,0.15624273,0.44131196,0.65372384,Manufacturing,DRAWING & INSULATING OF NONFERROUS WIRE
4,FIX,0.16211873909237903,0.006958250497017893,1438.23,0.047112465,0.23025525,0.60021245,Construction,ELECTRICAL WORK
5,CVNA,0.16211873909237903,0.008946322067594433,353.9,0.06343341,-0.13691348,0.67739296,Retail,RETAIL-AUTO DEALERS & GASOLINE STATIONS
6,VRT,0.16211873909237903,0.010934393638170975,259.23,0.06652689,0.3378923,1.0189713,Manufacturing,"ELECTRONIC COMPONENTS, NEC"
7,Q,0.1582996851427791,0.012922465208747515,124.78,0.10561752,0.21819782,0.6004504,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
8,AXON,0.15571283081837392,0.014910536779324055,550.19,0.247257,0.0006002188,0.90752035,Manufacturing,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"
9,SNDK,0.15530788394323858,0.016898608349900597,651.9,0.049606323,0.2355249,1.0705113,Manufacturing,COMPUTER STORAGE DEVICES
10,CIEN,0.15530788394323858,0.018886679920477135,341.16,0.0714488,0.3259231,0.61034435,Manufacturing,TELEPHONE & TELEGRAPH APPARATUS
11,TER,0.15530788394323858,0.020874751491053677,332.7,0.05318141,0.3282498,0.7564631,Manufacturing,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
12,TPL,0.15502457080521226,0.02286282306163022,512.54,0.05339527,0.44466984,0.5887304,Finance_Insurance_RealEstate,OIL ROYALTY TRADERS
13,KEYS,0.1536695794984078,0.02485089463220676,306.03,0.2775737,0.3816253,0.85707104,Manufacturing,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
14,COHR,0.1536695794984078,0.0268389662027833,250.14,0.0759635,0.13113868,0.7387688,Manufacturing,OPTICAL INSTRUMENTS & LENSES
15,IP,0.1536695794984078,0.02882703777335984,43.13,-0.079598784,0.039527535,0.48848903,Manufacturing,PAPER MILLS
16,SW,0.1536695794984078,0.030815109343936383,46.47,-0.0664925,0.09573221,0.59236264,Manufacturing,PAPERBOARD CONTAINERS & BOXES
17,CHRW,0.15148882999363864,0.032803180914512925,184.08,-0.005993843,-0.0010852814,0.70689654,Transportation_Utilities,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO
18,GEV,0.15148882999363864,0.03479125248508946,876.46,0.050143242,0.23169243,0.42160735,Manufacturing,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)
19,CRWD,0.1482941063657461,0.036779324055666,381.1,-0.09721893,-0.18774909,0.7176553,Services,SERVICES-PREPACKAGED SOFTWARE
20,XYZ,0.1482941063657461,0.03876739562624255,54.53,0.031007767,-0.15088761,0.65974396,Services,SERVICES-PREPACKAGED SOFTWARE
21,FICO,0.1475537610578167,0.040755467196819085,1388.44,0.02639842,-0.0899474,0.5723445,Services,"SERVICES-BUSINESS SERVICES, NEC"
22,DDOG,0.14694052164923577,0.042743538767395624,116.46,-0.03432834,-0.171457,0.9178607,Services,SERVICES-PREPACKAGED SOFTWARE
23,LUV,0.14258023176035886,0.04473161033797217,50.93,-0.022081435,0.24645126,0.80245143,Transportation_Utilities,"AIR TRANSPORTATION, SCHEDULED"
24,PYPL,0.141888198091741,0.04671968190854871,45.53,0.09106159,-0.15809917,0.8594281,Services,"SERVICES-BUSINESS SERVICES, NEC"
25,CEG,0.141888198091741,0.048707753479125246,323.56,0.10937393,0.12366724,0.5541981,Transportation_Utilities,ELECTRIC SERVICES
26,NDAQ,0.1413075722934676,0.05069582504970179,88.59,0.08819544,-0.10252255,0.5038054,Finance_Insurance_RealEstate,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
27,ORCL,0.14107352977848933,0.05268389662027833,150.31,-0.03979808,-0.1301505,0.644549,Services,SERVICES-PREPACKAGED SOFTWARE
28,HOOD,0.14107352977848933,0.05467196819085487,79.45,0.05023122,-0.23162478,0.9934328,Finance_Insurance_RealEstate,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
29,TTWO,0.14069970298998025,0.05666003976143141,213.29,0.059194565,-0.12291306,0.585435,Services,SERVICES-PREPACKAGED SOFTWARE
30,IBM,0.14069970298998025,0.05864811133200795,242.01,-0.05568129,-0.17728448,0.683284,Manufacturing,COMPUTER & OFFICE EQUIPMENT
31,EPAM,0.13575349626371974,0.06063618290258449,138.62,-0.0038805008,-0.3651477,0.94060946,Services,SERVICES-COMPUTER PROGRAMMING SERVICES
32,FDS,0.13540796681241363,0.06262425447316103,214.27,0.0773834,-0.20599562,0.7189986,Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
33,CRL,0.1346053935674097,0.06461232604373758,175.46,0.06831467,-0.19098115,0.60477626,Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
34,MRNA,0.13410293010549568,0.06660039761431412,51.71,0.040442586,0.14150107,0.54396755,Manufacturing,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
